Original URL,Ticket URL,Date,Name,Venue,Location
https://www.axs.com/events/646727/the-messi-experience-a-dream-come-true-tickets,https://feverup.com/m/164973?_gl=1%2A1l3iqt4%2A_gcl_aw%2AR0NMLjE3MjIzNzI3NDcuQ2p3S0NBanducUsxQmhCdkVpd0FpN28wWDBfanNKWW1IOElWWG5BckJSSS1nb1VUNWZFeVpsSV9TMmQ3NVBTdHI4VnZ5bkgyX2NUMXNSb0NoWFVRQXZEX0J3RQ..%2A_ga%2AMjE0MTEzMjgzNS4xNzIyMDE1NzEx%2A_ga_38DNFB2EWK%2AMTcyMjM3Mjc0Ny4zLjEuMTcyMjM3Mjc1MC41Ny4wLjA.&cp_landing=cta_hero&cp_landing_term=cta_hero&cp_landing_source=landing_themessiexperience_lax&utm_source=google&thm=460&utm_medium=sc&utm_campaign=164973_lax&utm_content=698407687373&utm_term=messi+expo_p&locale=en-US,"Starting WED JUL 3, 2024 - 10:00 AM",,,
https://www.axs.com/events/557734/toms-elton-tribute-a-tribute-to-elton-john-tickets,https://tix.axs.com/qyNwCQAAAABo%2f6eGAAAAAADl%2fv%2f%2f%2fwD%2f%2f%2f%2f%2fBXRoZW1lAP%2f%2f%2f%2f%2f%2f%2f%2f%2f%2f?locale=en-US&preFill=1&eventid=557734&src=AEGAXS1_WMAIN&fbShareURL=www.axs.com%2Fevents%2F557734%2Ftoms-elton-tribute-a-tribute-to-elton-john-tickets%3F%26ref%3Devs_fb,"MON AUG 5, 2024 - 6:00 PM",,,
